"","ID","R1","R2","target","condition","freq1","word1","word2","reuse","switch","first","second"
"270",1296,"1","1","roedor","LS",0,"roedor","roedor","1","yes","out","in"
"271",1296,"0","0","ropa interior","LS",0,"braga","bragas","0","yes","out","in"
"272",1296,"1","1","sapo","LS",3,"sapo","sapo","1","yes","out","in"
"273",1296,"1","0","tripa","LS",7,"tripa","barriga","0","yes","out","in"
"274",1298,"0","0","alfombrilla","LS",17,"felpudo","felpudo","1","yes","out","in"
"275",1298,"1","0","asno","LS",7,"asno","burro","0","yes","out","in"
"276",1298,"0","0","banana","LS",10,"platano","platano","1","yes","out","in"
"277",1298,"0","0","barra de labios","LS",0,"pintalabios","pintalabios","1","yes","out","in"
"278",1298,"0","0","birra","LS",7,"cerveza","cerveza","1","yes","out","in"
"279",1298,"1","1","cabello","LS",7,"cabello","cabello","1","yes","out","in"
"280",1298,"0","0","cuberteria","LS",13,"cubiertos","cubiertos","1","yes","out","in"
"281",1298,"1","1","cuchillo","LS",20,"cuchillo","cuchillo","1","yes","out","in"
"282",1298,"0","0","ferrocarril","LS",0,"tren","tren","1","yes","out","in"
"283",1298,"0","0","freson","LS",0,"fresa","fresa","1","yes","out","in"
"284",1298,"0","0","guardarropa","LS",0,"armario","armario","1","yes","out","in"
"285",1298,"0","0","instrumento musical","LS",0,"acorde¢n","acorde¢n","1","yes","out","in"
"286",1298,"0","0","lentes","LS",0,"gafas","gafas","1","yes","out","in"
"287",1298,"0","0","motocicleta","LS",0,"moto","moto","1","yes","out","in"
"288",1298,"0","0","nino","LS",3,"bebe","bebe","1","yes","out","in"
"289",1298,"1","1","papa","LS",7,"papa","papa","1","yes","out","in"
"290",1298,"0","0","pintura","LS",0,"cuadro","cuadro","1","yes","out","in"
"291",1298,"0","0","roedor","LS",0,"rat¢n","rat¢n","1","yes","out","in"
"292",1298,"1","0","ropa interior","LS",0,"ropa interior","ropa  interior","0","yes","out","in"
"293",1298,"1","1","sapo","LS",3,"sapo","sapo","1","yes","out","in"
"294",1298,"0","0","tripa","LS",7,"barriga","barriga","1","yes","out","in"
"295",1299,"0","0","alfombrilla","LS",17,"felpudo","felpudo","1","yes","out","in"
"296",1299,"1","0","asno","LS",7,"asno","burro","0","yes","out","in"
"297",1299,"0","0","banana","LS",10,"pl tano","platano","0","yes","out","in"
"298",1299,"0","0","barra de labios","LS",0,"pintalabios","pintalabios","1","yes","out","in"
"299",1299,"0","0","birra","LS",7,"cerveza","cerveza","1","yes","out","in"
"300",1299,"0","0","cabello","LS",7,"pelo","pelo","1","yes","out","in"
"301",1299,"1","1","cuberteria","LS",13,"cuberteria","cuberteria","1","yes","out","in"
"302",1299,"1","1","cuchillo","LS",20,"cuchillo","cuchillo","1","yes","out","in"
"303",1299,"0","0","ferrocarril","LS",0,"tren","tren","1","yes","out","in"
"304",1299,"0","0","freson","LS",0,"fresa","fresa","1","yes","out","in"
"305",1299,"0","0","guardarropa","LS",0,"armario","armario","1","yes","out","in"
"306",1299,"0","0","instrumento musical","LS",0,"acorde¢n","acordeon","0","yes","out","in"
"307",1299,"0","0","lentes","LS",0,"gafas","gafas","1","yes","out","in"
"308",1299,"1","1","motocicleta","LS",0,"motocicleta","motocicleta","1","yes","out","in"
"309",1299,"0","0","nino","LS",3,"beb‚","beb‚","1","yes","out","in"
"310",1299,"0","0","papa","LS",7,"patata","patata","1","yes","out","in"
"311",1299,"0","0","pintura","LS",0,"cuadro","cuadro","1","yes","out","in"
"312",1299,"0","0","roedor","LS",0,"rat¢n","rat¢n","1","yes","out","in"
"313",1299,"1","1","ropa interior","LS",0,"ropa interior","ropa interior","1","yes","out","in"
"314",1299,"1","0","sapo","LS",3,"sapo","rana","0","yes","out","in"
"315",1299,"1","0","tripa","LS",7,"tripa","barriga","0","yes","out","in"
"316",1300,"0","0","alfombrilla","LS",17,"felpudo","felpudo","1","yes","out","in"
"317",1300,"1","1","asno","LS",7,"asno","asno","1","yes","out","in"
"318",1300,"1","0","banana","LS",10,"banana","pl tano","0","yes","out","in"
"319",1300,"1","0","barra de labios","LS",0,"barra de labios","pintalabios","0","yes","out","in"
"320",1300,"0","0","birra","LS",7,"cerveza","cerveza","1","yes","out","in"
"321",1300,"1","1","cabello","LS",7,"cabello","cabello","1","yes","out","in"
"322",1300,"0","0","cuberteria","LS",13,"cubiertos","cubiertos","1","yes","out","in"
"323",1300,"0","0","cuchillo","LS",20,"navaja","navaja","1","yes","out","in"
"324",1300,"0","0","ferrocarril","LS",0,"tren","tren","1","yes","out","in"
"325",1300,"1","0","freson","LS",0,"freson","fresa","0","yes","out","in"
"326",1300,"0","0","guardarropa","LS",0,"armario","armario","1","yes","out","in"
"327",1300,"0","0","instrumento musical","LS",0,"acorde¢n","acorde¢n","1","yes","out","in"
"328",1300,"1","0","lentes","LS",0,"lentes","gafas","0","yes","out","in"
"329",1300,"1","0","motocicleta","LS",0,"motocicleta","moto","0","yes","out","in"
"330",1300,"1","0","nino","LS",3,"nino","beb‚","0","yes","out","in"
"331",1300,"1","0","papa","LS",7,"papa","patata","0","yes","out","in"
"332",1300,"1","0","pintura","LS",0,"pintura","cuadro","0","yes","out","in"
"333",1300,"1","0","roedor","LS",0,"roedor","rat¢n","0","yes","out","in"
"334",1300,"1","0","ropa interior","LS",0,"ropa interior","bragas","0","yes","out","in"
"335",1300,"1","1","sapo","LS",3,"sapo","sapo","1","yes","out","in"
"336",1300,"1","1","tripa","LS",7,"tripa","tripa","1","yes","out","in"
"337",1303,"1","1","alfombrilla","LS",17,"alfombrilla","alfombrilla","1","yes","out","in"
"338",1303,"1","0","asno","LS",7,"asno","burro","0","yes","out","in"
"339",1303,"1","0","banana","LS",10,"banana","platano","0","yes","out","in"
"340",1303,"0","0","barra de labios","LS",0,"pintalabios","pintalabios","1","yes","out","in"
"341",1303,"0","0","birra","LS",7,"cerveza","cerveza","1","yes","out","in"
"342",1303,"1","0","cabello","LS",7,"cabello","pelo","0","yes","out","in"
"343",1303,"0","0","cuberteria","LS",13,"cubiertos","cubiertos","1","yes","out","in"
"344",1303,"1","0","cuchillo","LS",20,"cuchillo","navaja","0","yes","out","in"
"345",1303,"0","0","ferrocarril","LS",0,"tren","tren","1","yes","out","in"
"346",1303,"0","0","freson","LS",0,"fresa","fresa","1","yes","out","in"
"347",1303,"1","0","guardarropa","LS",0,"guardarropa","armario","0","yes","out","in"
"348",1303,"0","0","instrumento musical","LS",0,"acordeon","acordeon","1","yes","out","in"
"349",1303,"0","0","lentes","LS",0,"gafas","gafas","1","yes","out","in"
